1980,946.09
1981,1011.18
1982,991.93
1983,1052.42
1984,1227.19
1985,1546.59
1986,1425.41
1987,1539.90
1988,1719.7
1989,1828.33
1990,1697.1
1991,2059.2
1992,2328.37
1993,2344.91
1994,2208.24
1995,4149.56
1996,2628.74
1997,2925.33
1998,2710.8
1999,2889.45
2000,3034.19
